id,fecha,producto,categoria,precio,cantidad,total_venta,metodo_pago,cliente_id
0ed4fb6d-3c02-4e4d-89a7-42375613e9de,2025-02-16,Audifonos,Electronica,281.36,7.0,1969.52,Efectivo,8400
af664327-d940-4b35-9d2b-d741a61268fc,2025-03-02,Mesa,Hogar,364.35,3.0,1093.05,Tarjeta,2648
721fa411-92ca-491f-b6bb-121b0634aa74,2025-01-04,Chaqueta,Ropa,292.44,9.0,2631.96,Transferencia,3200
44f8f4d5-487b-43f1-9ae1-0754b3b75311,2024-11-15,Laptop,Electronica,-269.2,2.0,169.2,Tarjeta,3869
2f7ef133-a3f7-4890-9d8f-c71ea6ee91f5,2024-10-10,Almohada,Hogar,116.01,1.0,116.01,Efectivo,5493
dbba8af4-2826-440a-9f12-1494a8a73dcf,2024-08-31,Audifonos,Electronica,186.4,50.0,1491.2,Transferencia,2218
54b92ea0-546f-47a6-9c8c-da9c91d6c6f6,2024-05-03,Celular,Electronica,273.56,3.0,820.68,Tarjeta,4446
64169b17-8bf1-4b9c-9995-882210be208c,2024-09-25,Gorra,Ropa,245.94,8.0,1967.52,Transferencia,1225
2cb237d1-9448-446b-a7b3-a426a40edf52,2024-08-30,Celular,Electronica,290.57,1.0,290.57,Efectivo,8996
155d69a6-4d03-4636-a072-6a625255b9bf,2024-11-01,Cortinas,Hogar,,1.0,17.04,Efectivo,8339
c275a241-34ea-4e3e-aea3-2dd7a53933e4,2024-08-03,Gorra,Ropa,143.38,6.0,860.28,Transferencia,2060
3c7d08af-73c3-4e61-9d32-463ff2fa3a32,2024-03-18,Celular,Electronica,278.62,3.0,,Efectivo,1190
3b64e799-9d8c-4567-8667-779b74adbdc1,2025-01-19,Smartwatch,Electronica,99.5,1.0,99.5,Transferencia,9319
fc674381-5398-40e6-82c5-1d7cf291a590,2024-08-12,Camisa,Ropa,200.37,6.0,1202.22,Tarjeta,6442
719b4443-fb79-4dd2-8c87-0d63d19e1772,2024-06-12,Pantalon,Ropa,309.43,6.0,1856.58,Transferencia,4009
8554c0e4-9932-4ad7-94e4-10321efabd8e,2024-05-16,Mesa,Hogar,151.17,10.0,1511.7,Efectivo,9096
443129ec-f072-47bf-9157-0a3f47d9b969,2024-12-07,Tablet,Electronica,355.91,,2491.37,Efectivo,6801
b1489fce-be78-493b-932b-5be86939c082,2024-10-15,Silla,Hogar,406.01,9.0,3654.09,Efectivo,7971
1f9539c3-d845-4500-8785-a33c77844fee,2024-06-07,Camisa,Ropa,315.81,4.0,,Efectivo,7655
c5aae52b-ebd3-4f00-8d72-34a4c41c6bd5,2024-12-10,Chaqueta,Ropa,443.88,2.0,887.76,Tarjeta,6919
e29704e9-dbb9-408f-8ecd-1260043a31a7,2024-06-23,Mesa,Hogar,,6.0,1412.82,Tarjeta,8509
3fb6fe1c-e9c5-4be5-a121-a180f34089ef,2024-06-03,Audifonos,Electronica,24.22,6.0,145.32,Transferencia,3491
e1a6fcca-4365-42ad-b551-9bcd00afd7f4,2024-04-04,Celular,Electronica,414.8,5.0,99890.0,Transferencia,6315
9e31ef08-d96b-47ce-a7f3-d84b1137ad65,2025-02-16,Gorra,Ropa,101.22,3.0,303.66,Transferencia,8079
83881dce-3170-4b9d-924b-54363ffd89f8,2024-12-06,Laptop,Electronica,260.57,3.0,781.71,Efectivo,9311
a3d9ac88-2594-439a-a3a0-82bb8e7c2fd4,2024-10-14,Mesa,Hogar,222.29,7.0,1556.03,Tarjeta,9932
01cced5e-fb1b-48c1-b290-cb38350438b1,2024-12-05,Gorra,Ropa,45.03,9.0,405.27,Efectivo,2664
7a61dbdc-7dbc-4cad-a801-2368d76dbc84,2024-09-29,Pantalon,Ropa,82.44,2.0,164.88,Tarjeta,6237
429d948e-7367-4502-b5c5-e37093ae0db1,2024-10-04,Smartwatch,Electronica,143.57,,1004.99,Transferencia,1580
d3c7ceca-a429-4912-9195-6ba8977c10af,2024-09-25,Gorra,Ropa,,10.0,2127.0,Transferencia,8253
ebab4080-95eb-436f-8d74-8a2c61253f64,2024-12-06,Smartwatch,Electronica,62.46,,312.3,Transferencia,3141
ecd8831f-10e1-4840-8c4f-3dfbdad6d758,2024-06-06,Chaqueta,Ropa,91.79,,917.9,Tarjeta,3479
23568a6b-6e00-4f5b-8b7b-09c515c3f874,2024-05-05,Audifonos,Electronica,90.73,5.0,453.65,Transferencia,6881
f8cfd39f-7b35-4816-9625-c9e1d60a76f1,2025-02-13,Gorra,Ropa,443.91,4.0,1775.64,Transferencia,7905
759d1cba-b0ef-4a80-8641-6de8973a8500,2024-06-09,Silla,Hogar,253.01,8.0,2024.08,Efectivo,5611
031b6389-e28a-43b1-8278-01307d044c4d,2024-10-17,Silla,Hogar,18.12,4.0,72.48,Tarjeta,3427
4e14f1c1-247b-42ba-8d48-ca6e987c9a63,2025-01-14,Celular,Electronica,406.55,5.0,2032.75,Transferencia,6536
2d8872d2-be98-4927-bdd4-50d2ea7bf82c,2025-02-22,Zapatos,Ropa,101.92,2.0,203.84,Efectivo,9945
5ce45861-1a97-4b03-bc51-bc578a7d2d32,2024-11-17,Lampara,Hogar,,10.0,,Tarjeta,1417
46727ff6-c4c4-4d1d-8347-40dd6b9fc724,2024-11-18,Lampara,Hogar,250.54,10.0,2505.4,Efectivo,6745
6fb8f7c3-20f7-4046-9b30-624d4f4c7266,2024-07-29,Tablet,Electronica,439.35,4.0,1757.4,Efectivo,8164
5318c474-0995-4169-aa36-20dc6e216f7a,2024-06-06,Audifonos,Electronica,,9.0,835.47,Transferencia,2122
64fd0523-f936-47af-bdfa-d9da2ec003a8,2024-08-21,Camisa,Ropa,389.32,8.0,3114.56,Transferencia,8357
ea875b7d-08ab-424b-b43e-dc90cf9f389d,2025-01-06,Audifonos,Electronica,217.35,7.0,1521.45,Efectivo,3914
e35fef53-7868-49c8-b3b4-7b8c31dc7827,2024-09-12,Celular,Electronica,,4.0,1077.96,Efectivo,2365
4a9af01c-5eed-407f-b8ca-a50c0526fa27,2024-12-29,Tablet,Electronica,54.49,4.0,,Efectivo,8400
e61bde3b-b06e-40c1-b9c6-4e96abc4e07c,2024-12-23,Cortinas,Hogar,180.68,4.0,722.72,Transferencia,6486
01ae5d88-2238-43f7-94b4-65062b153172,2024-06-11,Smartwatch,Electronica,150.14,9.0,1351.26,Transferencia,6588
c130f60b-f727-43dd-9487-db5e7c867350,2024-10-01,Celular,Electronica,61.16,5.0,305.8,Tarjeta,6305
2907be57-a3e8-47fe-9b5a-e739891882d0,2024-04-21,Silla,Hogar,223.56,7.0,1564.92,Efectivo,5330
9da85984-488f-430c-b709-122f016234da,2024-06-30,Silla,Hogar,484.48,9.0,4360.32,Tarjeta,1953
1ed731c7-6020-43c7-9c4e-b7d05f14ecab,2025-02-24,Smartwatch,Electronica,420.05,8.0,3360.4,Tarjeta,7938
2a4fcaab-173f-4d84-a86f-c27b218b53f7,2024-05-17,Pantalon,Ropa,45.27,5.0,226.35,Tarjeta,2365
8fa9036a-db71-4b05-b4f2-6574475d4f57,2024-12-13,Celular,Electronica,297.98,4.0,1191.92,Tarjeta,8419
320b7e2e-0a8e-4cc1-9319-2e036bbb70fa,2025-02-21,Mesa,Hogar,389.69,6.0,,Transferencia,5186
a0300aab-07e9-43c9-9f7d-b7e04582d767,2024-11-27,Pantalon,Ropa,168.48,3.0,505.44,Efectivo,5748
9457bdc0-fe5f-4aa6-b044-765ea9c9bd39,2024-11-06,Chaqueta,Ropa,287.88,4.0,1151.52,Efectivo,4072
9325046f-5b24-41dd-8410-9091394e4c99,2024-08-14,Almohada,Hogar,122.57,,1103.13,Transferencia,2531
e133d4bd-d90c-46c9-b259-cd4fd7a1f098,2024-12-18,Celular,Electronica,434.96,6.0,2609.76,Efectivo,1133
623c2cd0-9821-491e-8b54-6bad52e42ded,2024-12-23,Chaqueta,Ropa,489.06,5.0,2445.3,Tarjeta,6348
f7132daa-4ae4-4a6f-9406-a3a77c37f0ba,2024-05-25,Mesa,Hogar,484.8,2.0,969.6,Transferencia,2256
0e984363-a4a1-456c-88ff-a327216104cb,2024-12-16,Celular,Electronica,315.64,,,Transferencia,3703
78e1c85d-6609-4264-89c5-a2d40d159a42,2024-12-15,Lampara,Hogar,458.05,10.0,4580.5,Tarjeta,8575
3ea1a234-8d37-4fac-9b14-c1caf01cfcf7,2024-09-27,Laptop,Electronica,98.12,10.0,981.2,Tarjeta,8483
cc200438-03bb-42bb-a896-33b66df22564,2024-11-05,Chaqueta,Ropa,43.48,9.0,391.32,Transferencia,8102
0e08852e-38e4-401f-84e5-8d1712f375b8,2024-12-08,Celular,Electronica,158.22,4.0,632.88,Efectivo,3779
1dc6ba86-2883-469b-a938-a32506c8160c,2024-03-12,Smartwatch,Electronica,455.91,6.0,2735.46,Tarjeta,8026
9e8662c3-1a94-4ef4-af22-ddb723ed4608,2024-08-27,Celular,Electronica,4997.7,,1696.24,Tarjeta,8409
eda04fd5-3828-4e9a-adbf-7c8b463129c7,2025-01-16,Almohada,Hogar,86.59,8.0,692.72,Efectivo,3193
0754e433-5765-4874-988e-d864a426946d,2024-10-18,Lampara,Hogar,-269.2,10.0,1914.9,Transferencia,4925
3e0db8f5-dbf5-4d15-aec8-e1e1a1cd0fdd,2024-09-19,Mesa,Hogar,286.7,1.0,,Tarjeta,8266
95151539-558f-494c-8269-8d42e8bfe860,2024-10-27,Lampara,Hogar,,7.0,82.39,Tarjeta,3000
9aaa747e-b943-4f21-8749-98d7bb619197,2024-11-01,Smartwatch,Electronica,498.34,5.0,2491.7,Transferencia,8140
08baaf67-6ed3-461f-b9fc-b84447aba660,2024-03-28,Smartwatch,Electronica,379.76,3.0,1139.28,Efectivo,8245
6a43c3e6-b238-434f-9cb1-7ccc44f1a2a0,2024-11-15,Celular,Electronica,477.26,4.0,1909.04,Tarjeta,5544
d7bbbd80-a1f6-4108-875b-321adf118e33,2024-12-11,Laptop,Electronica,,8.0,1458.32,Transferencia,1249
48a03561-1089-4623-aef0-98fa3da464d5,2024-03-25,Zapatos,Ropa,262.48,1.0,262.48,Tarjeta,9427
8ce943b9-a396-409a-82eb-1943f53034c0,2024-09-07,Tablet,Electronica,204.72,7.0,,Transferencia,2252
3f1927d7-4a75-4122-af3b-a1f7c86d3567,2024-09-06,Laptop,Electronica,,7.0,2824.5,Tarjeta,7881
112e539e-cbd5-4f05-bb69-c06ec0d21769,2024-11-20,Pantalon,Ropa,297.01,3.0,891.03,Transferencia,2331
7733b9ee-4a43-4bf2-b050-980011c22a4f,2024-08-26,Celular,Electronica,392.91,7.0,2750.37,Tarjeta,8730
4dd79455-0745-49ec-862c-776085572824,2024-03-25,Smartwatch,Electronica,,10.0,3992.5,Efectivo,6449
18ff671c-4c1b-4851-a8b0-cd07e558da01,2024-09-19,Audifonos,Electronica,37.79,5.0,188.95,Tarjeta,8941
7a93d640-e174-44d8-b5e8-6b999213f42a,2024-07-04,Laptop,Electronica,167.73,3.0,503.19,Transferencia,1760
b82afff4-35bd-4063-9d75-4efa2927e2bf,2024-12-17,Mesa,Hogar,73.72,8.0,589.76,Efectivo,2887
7f0f0877-b9f6-4177-9195-4cd2664e62ad,2024-11-28,Mesa,Hogar,335.44,2.0,670.88,Efectivo,7777
c861fb51-4b0b-467b-a166-812e94878b82,2024-11-06,Mesa,Hogar,411.79,2.0,823.58,Tarjeta,4900
f4b8ed5e-db8e-47fb-af2f-e849dde3ee86,2024-10-05,Gorra,Ropa,276.61,5.0,1383.05,Efectivo,1523
39f3742b-1a6f-4127-9fad-e21f7a857c42,2024-09-27,Pantalon,Ropa,,10.0,,Efectivo,8240
35b1bd81-d16e-45f5-96f2-eebd3dbeee14,2024-11-01,Camisa,Ropa,243.17,6.0,1459.02,Transferencia,7493
648b5219-6661-422b-95e3-24a2e1561faf,2024-07-14,Almohada,Hogar,6.28,4.0,25.12,Efectivo,2276
f256cdc9-4dc9-448d-991f-4f8d2e5990e4,2025-01-31,Silla,Hogar,,8.0,3049.44,Tarjeta,1364
50480bfe-d4d3-462a-9698-e3d1de58ea19,2024-08-22,Zapatos,Ropa,129.96,7.0,909.72,Transferencia,2646
f6f470a9-cebf-4e85-aa79-0468dda52980,2025-02-19,Mesa,Hogar,268.4,2.0,536.8,Tarjeta,7949
ed79487a-4d4f-4c3e-ba46-8c5f041bb3e0,2025-02-27,Mesa,Hogar,125.02,9.0,1125.18,Transferencia,9905
442242e9-794c-4f46-9b33-53d327caae6f,2024-05-12,Lampara,Hogar,421.15,,2526.9,Tarjeta,1125
5c26343a-e6aa-492a-801b-1f13e4f940b3,2024-05-20,Celular,Electronica,174.75,9.0,1572.75,Tarjeta,9258
9fc371f8-bdce-4f51-80ed-2baaa88043f8,2024-05-18,Smartwatch,Electronica,242.39,4.0,969.56,Transferencia,8943
835a3352-651c-410d-9c3f-0a50658cefb2,2024-12-22,Audifonos,Electronica,68.15,,,Efectivo,3739
11b8ba01-90de-400f-a810-37ff3e0bd265,2024-10-21,Pantalon,Ropa,125.95,6.0,755.7,Efectivo,2460
1a5bf967-7465-40ca-8c4a-1a0a4f8a4550,2024-03-17,Gorra,Ropa,80.67,7.0,,Tarjeta,7986
50f3b18e-6371-4212-b617-ce0a7021c380,2025-02-07,Camisa,Ropa,44.72,3.0,134.16,Transferencia,2063
eb8c4a2e-2084-4745-a73e-ab6a8dabe4b5,2024-03-24,Audifonos,Electronica,498.64,6.0,2991.84,Tarjeta,9659
41e98adf-2b11-499c-9d38-b6b9fe3fd859,2024-06-25,Cortinas,Hogar,7.62,6.0,45.72,Efectivo,3551
ec869f27-dad1-4407-9c18-76b55da6fb68,2024-10-25,Zapatos,Ropa,411.33,50.0,822.66,Transferencia,7316
6775c849-f266-41db-84a7-0fff4258d70c,2024-10-01,Laptop,Electronica,165.22,3.0,495.66,Efectivo,5208
0dd8e0cd-f17a-4eab-95fd-0ac29be85670,2024-08-05,Lampara,Hogar,307.26,6.0,1843.56,Efectivo,2917
09e0ff75-029b-46b0-b44e-95cf77597cc3,2024-11-15,Cortinas,Hogar,163.72,,491.16,Efectivo,1009
8c7141ef-d959-43a1-b754-b18575f01179,2024-07-14,Laptop,Electronica,495.03,8.0,3960.24,Tarjeta,2619
068109ca-500f-46b7-95fb-81ee30dcdfba,2024-11-26,Smartwatch,Electronica,6.34,9.0,57.06,Transferencia,4490
4128c7aa-607d-465c-951d-818943a268e2,2024-07-03,Camisa,Ropa,426.11,2.0,852.22,Tarjeta,2908
dd8e65c3-5a26-41d7-9817-a6de008b837d,2024-06-26,Lampara,Hogar,106.48,,319.44,Transferencia,3560
ca079b1c-d6a7-43c9-bfac-ed5f5a23b71c,2024-05-11,Chaqueta,Ropa,421.71,8.0,3373.68,Transferencia,7413
68e61440-02a0-4061-b52d-3ef88e887f5f,2024-04-10,Zapatos,Ropa,86.31,5.0,,Transferencia,8546
c5ca4c30-bf6d-4201-91af-d4eaee2cdabc,2025-01-06,Pantalon,Ropa,454.39,,4089.51,Efectivo,2065
93140f6c-0819-47c8-b693-addd6d231e16,2024-11-18,Laptop,Electronica,409.22,7.0,,Tarjeta,7943
e315f253-aa50-4279-a423-a4d20aeaa41e,2024-09-05,Almohada,Hogar,154.18,7.0,1079.26,Transferencia,3190
af2c06ba-72af-4fe2-8fdf-3d8d39276fab,2024-07-09,Celular,Electronica,180.9,,1266.3,Tarjeta,2997
bb9f914f-bf8e-4673-96b3-965c28fcede9,2025-03-05,Tablet,Electronica,273.71,6.0,1642.26,Tarjeta,2202
b93af40e-4d57-4383-bf5c-f579480c1ead,2024-06-28,Chaqueta,Ropa,398.04,1.0,398.04,Tarjeta,1922
f375cb95-d362-41f4-b4e5-bf073b2615f7,2024-05-27,Celular,Electronica,,5.0,796.5,Transferencia,1950
4a75d3b1-144b-4340-92a0-d32ad7bf59d1,2024-08-10,Audifonos,Electronica,287.1,10.0,2871.0,Efectivo,2865
c9c89db0-1b54-4ae3-a871-3c4d9cb73b94,2024-10-27,Smartwatch,Electronica,59.76,4.0,239.04,Efectivo,7359
30cf9242-d0ac-4a03-983e-ee19b4c95080,2024-07-01,Almohada,Hogar,272.23,4.0,1088.92,Efectivo,5225
a326481c-2c7e-4904-b0d4-a6c737db729e,2024-12-15,Mesa,Hogar,348.5,4.0,1394.0,Tarjeta,3116
7280c974-5f74-4172-b428-3eb9c2208371,2024-06-03,Silla,Hogar,,,1047.3,Transferencia,1814
a49528d3-2bca-438f-bf32-196e231668bd,2024-09-24,Zapatos,Ropa,80.91,8.0,647.28,Tarjeta,1984
61a02c43-4bc3-49a5-8719-3b67742241f5,2024-06-15,Audifonos,Electronica,298.52,4.0,1194.08,Efectivo,4876
dbdf8b4d-7e8a-4037-9aee-c622bd47d23c,2024-12-13,Silla,Hogar,386.77,,3867.7,Efectivo,6109
681168cc-1984-4807-a02a-b5541b86985a,2024-04-05,Almohada,Hogar,56.6,9.0,,Tarjeta,2792
6fd908bb-c998-4b86-99c0-b31891f41794,2024-10-26,Gorra,Ropa,-269.2,4.0,1970.0,Tarjeta,4030
20561e01-1702-43cd-beec-7e8b41844da6,2024-09-18,Celular,Electronica,435.6,,,Transferencia,6031
9c2a4b50-a925-4685-a1e7-2f168227fff7,2024-10-02,Almohada,Hogar,192.76,5.0,963.8,Efectivo,9393
b3a5be24-c1e4-4e4d-bf12-fb00c6ff3c3b,2024-03-29,Smartwatch,Electronica,303.84,50.0,911.52,Transferencia,1536
a19c96ad-a11e-4248-ab70-7114fc4912d2,2025-01-01,Zapatos,Ropa,461.87,7.0,3233.09,Tarjeta,9666
29cac83d-263e-4af9-b7e7-7f359f6b93b1,2024-12-04,Zapatos,Ropa,,3.0,686.55,Tarjeta,2990
5be4e4f8-12ae-4124-90a2-3559609f454d,2025-02-18,Gorra,Ropa,457.85,,457.85,Efectivo,5757
9111ef55-ab85-448e-b020-61220f929a96,2024-08-05,Chaqueta,Ropa,110.28,1.0,110.28,Transferencia,5944
5064e217-a02f-4407-a757-fdfcc13f8beb,2024-11-18,Celular,Electronica,280.87,6.0,1685.22,Transferencia,7704
d80db99a-82d2-421f-a326-a56e3f6f44c4,2024-11-29,Lampara,Hogar,158.42,,1108.94,Transferencia,9058
2afe7247-b8bd-41a8-9f6c-ed3cac11fa6b,2024-10-25,Almohada,Hogar,314.36,,2514.88,Transferencia,3065
36c3fcb6-8f3a-4d73-aa03-1d44b7aa1e31,2024-12-10,Tablet,Electronica,229.38,2.0,458.76,Tarjeta,6083
08f73ee3-b7ab-420b-a591-862ab9f37637,2024-09-18,Laptop,Electronica,,3.0,753.06,Transferencia,7016
c10defec-5eef-442b-ac83-e3c9d8dda441,2024-11-12,Tablet,Electronica,189.79,10.0,,Transferencia,7305
9e54916d-936d-4deb-90fd-be62a4474e85,2025-01-05,Audifonos,Electronica,,7.0,2944.9,Efectivo,1832
0b9185df-f0d9-4de8-9574-098df40d30a3,2025-02-16,Tablet,Electronica,119.38,8.0,955.04,Tarjeta,4310
a1239982-4d5d-4f38-bdd9-bdc6c51ca859,2025-01-19,Tablet,Electronica,444.29,8.0,3554.32,Tarjeta,8970
fcda9e72-2703-4bce-803c-1dfc69256dae,2024-11-10,Zapatos,Ropa,481.51,4.0,,Efectivo,7612
94020668-a71a-40cf-a64f-60d948682132,2024-08-21,Pantalon,Ropa,,7.0,80.08,Efectivo,3198
b5902bad-ffaf-485c-9745-3b24a80e6146,2025-01-12,Tablet,Electronica,65.77,3.0,,Efectivo,5177
0f06e128-cb23-477a-9172-782317fdf1b6,2024-05-17,Camisa,Ropa,409.63,4.0,1638.52,Transferencia,5841
0de4a081-df5e-4108-ae6f-f526fe6b66cc,2024-08-10,Silla,Hogar,184.71,7.0,1292.97,Efectivo,1804
1c5d8868-8dcd-4d8f-a155-8c32efa79c28,2024-09-09,Camisa,Ropa,220.88,3.0,662.64,Tarjeta,2387
9f638b41-6865-4775-9b46-04c7abc69235,2024-03-28,Laptop,Electronica,285.06,7.0,1995.42,Efectivo,4186
cdeca94d-531d-407d-a3e4-fc6c5f676fe8,2024-06-20,Celular,Electronica,273.11,9.0,2457.99,Transferencia,8368
36d7e047-c7fa-4e06-a47a-517c88f76d79,2025-01-15,Zapatos,Ropa,213.74,10.0,2137.4,Tarjeta,9996
2be554c0-a11d-4899-b2d0-d624dfbeeab1,2024-03-17,Silla,Hogar,267.18,,2671.8,Efectivo,8184
709c220e-6a6d-4b01-a8dc-27040e56314d,2024-05-27,Celular,Electronica,251.25,7.0,1758.75,Efectivo,9041
e28fc8dd-7c82-4d58-a475-4fe2a30853f5,2024-11-03,Gorra,Ropa,4997.7,6.0,813.12,Transferencia,5263
fc2233cd-671c-4a5c-98d3-1848b02ac407,2024-06-16,Chaqueta,Ropa,,5.0,1591.9,Transferencia,3969
17968041-844a-437f-b4e5-cb49162802b6,2024-11-01,Audifonos,Electronica,386.6,2.0,773.2,Tarjeta,2386
4ebfcd1e-3860-4aba-8308-04c28994b4a6,2024-10-06,Tablet,Electronica,49.72,3.0,149.16,Tarjeta,5124
4ba59229-05b5-4031-88ae-6432a5f0e086,2024-12-07,Tablet,Electronica,147.9,4.0,591.6,Efectivo,9378
7916375f-e074-4b25-999b-111d4a7d61a3,2024-10-21,Mesa,Hogar,474.91,7.0,3324.37,Transferencia,3711
d5c5b6c9-3942-45af-b2d9-8546cf7a5a86,2025-02-18,Gorra,Ropa,244.46,10.0,2444.6,Transferencia,2762
17f65db2-9509-49c8-b613-eac0ea5732fa,2025-02-08,Lampara,Hogar,250.7,2.0,501.4,Efectivo,1153
140b066a-e075-49ab-97fd-ea7f11e09bcc,2024-05-25,Gorra,Ropa,175.47,8.0,1403.76,Efectivo,6760
c07eaf60-2284-43aa-bddb-9fa62bf821d7,2025-01-26,Smartwatch,Electronica,,10.0,3457.6,Efectivo,8970
7ab33ebc-3f59-40a1-82f7-0e8fcb9e0279,2024-12-20,Silla,Hogar,400.71,3.0,1202.13,Tarjeta,5197
9f76f3ca-3bad-41e8-b9e3-1116f0c5956c,2024-03-22,Chaqueta,Ropa,183.68,1.0,,Efectivo,6136
9800295e-e793-4c00-a9d7-099dfc2507cb,2024-12-25,Camisa,Ropa,225.77,8.0,1806.16,Transferencia,6895
46b2144e-cb8e-44e1-ac31-931dd919f79d,2024-10-10,Almohada,Hogar,380.72,5.0,1903.6,Tarjeta,8119
f819a81d-b7a4-4cfa-a252-629ced7877c4,2024-11-13,Camisa,Ropa,452.17,10.0,4521.7,Efectivo,9044
d02bbd4a-00b6-4d69-bd21-4482b37c5fb1,2024-07-17,Pantalon,Ropa,296.19,1.0,,Transferencia,6913
ff340bcb-8e8c-45a2-b513-e7a26b446bfd,2025-03-02,Laptop,Electronica,159.86,5.0,799.3,Transferencia,5232
cc63efbd-6487-4d0f-bbf6-f33389673938,2024-11-20,Silla,Hogar,,,427.54,Transferencia,6085
